,id,address,latitude,longitude
12789,South Florida_Boca Raton_Boca Raton_Boca Plaza VI_350 Camino Gardens Blvd,"350 Camino Gardens Blvd, Boca Raton, FL 33432",26.340408,-80.092468
12793,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_Building 5_5555 Anglers Ave,"5555 Anglers Ave, Fort Lauderdale, FL 33312",26.051886,-80.169629
12794,South Florida_West Miami/Airport_Miami_Building 9_7600 Corporate Center Dr,"7600 Corporate Center Dr, Miami, FL 33126",25.790675,-80.319467
12795,South Florida_NE Dade_North Miami Beach_Canal Park Office Aventura_3323 NE 163rd St,"3323 NE 163rd St, North Miami Beach, FL 33160",25.928477,-80.136826
12796,South Florida_Palm Beach_Lake Worth_CenterPoint Plaza_1926 10th Ave N,"1926 10th Ave N, Lake Worth, FL 33461",26.628918,-80.071892
12800,South Florida_NE Dade_North Miami Beach_Citi Centre_290 NW 165th St,"290 NW 165th St, North Miami Beach, FL 33169",25.92547,-80.205901
12803,South Florida_North Broward_Deerfield Beach_Corporate Pointe East_1191 E Newport Center Dr,"1191 E Newport Center Dr, Deerfield Beach, FL 33442",26.301804,-80.124058
12804,South Florida_Sunrise/Plantation_Plantation_Crossroads II_8151 Peters Rd,"8151 Peters Rd, Plantation, FL 33324",26.107521,-80.256514
12807,South Florida_West Miami/Airport_Doral_Doral Costa Office Park_9850 NW 41st St,"9850 NW 41st St, Doral, FL 33178",25.810639,-80.356658
12818,South Florida_Downtown Fort Lauderdale_Fort Lauderdale_Harbor Place_1600 SE 17th St Cswy,"1600 SE 17th St Cswy, Fort Lauderdale, FL 33316",26.099988,-80.128468
12819,South Florida_Downtown Fort Lauderdale_Fort Lauderdale_Himmarshee Landing_1200 E Las Olas Blvd,"1200 E Las Olas Blvd, Fort Lauderdale, FL 33301",26.118945,-80.131053
12820,South Florida_North Palm Beach_Jupiter_Holtec Center_1001 N US Highway 1,"1001 N US Highway 1, Jupiter, FL 33477",26.943054,-80.0833
12822,South Florida_SW Broward_Miramar_Huntington Centre I_2901 SW 149th Ave,"2901 SW 149th Ave, Miramar, FL 33027",25.982042,-80.345996
12829,South Florida_Boynton/Delray_Delray Beach_Linton Office Tower_100 E Linton Blvd,"100 E Linton Blvd, Delray Beach, FL 33483",26.439254,-80.073132
12831,South Florida_Miami Lakes/Hialeah_Miami Lakes_Miami Lakes Office Park_14400 NW 77th Ct,"14400 NW 77th Ct, Miami Lakes, FL 33016",25.904599,-80.326048
12835,South Florida_Boca Raton_Boca Raton_North 40_901 Yamato Rd,"901 Yamato Rd, Boca Raton, FL 33431",26.395234,-80.105932
12837,South Florida_North Palm Beach_Riviera Beach_Ocean Blue_2655 N Ocean Dr,"2655 N Ocean Dr, Riviera Beach, FL 33404",26.784463,-80.03571
12838,South Florida_West Miami/Airport_Miami_Office Suites Two of Bird Road_12905 SW 42nd St,"12905 SW 42nd St, Miami, FL 33175",25.730018,-80.404093
12843,South Florida_Boca Raton_Boca Raton_Peninsula Plaza_2424 N Federal Hwy,"2424 N Federal Hwy, Boca Raton, FL 33431",26.371629,-80.075146
12845,South Florida_Boca Raton_Boca Raton_Plaza Real Offices_327 Plaza Real,"327 Plaza Real, Boca Raton, FL 33432",26.353745,-80.08576
12847,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_Prisma at Cypress Creek_1000 NW 65th St,"1000 NW 65th St, Fort Lauderdale, FL 33309",26.206626,-80.157533
12849,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_Radice III_1000 Corporate Dr,"1000 Corporate Dr, Fort Lauderdale, FL 33334",26.207654,-80.137382
12850,South Florida_Sunrise/Plantation_Plantation_Royal Palm I_1000 S Pine Island Rd,"1000 S Pine Island Rd, Plantation, FL 33324",26.108994,-80.259275
12853,South Florida_Palm Beach_West Palm Beach_Sterling Organization Main HQ_302 Datura St,"302 Datura St, West Palm Beach, FL 33401",26.712081,-80.052344
12854,South Florida_Hollywood/Hallandale_Fort Lauderdale_Stirling Square Office Center_2901-2921 Stirling Rd,"2901-2921 Stirling Rd, Fort Lauderdale, FL 33312",26.045706,-80.243311
12856,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_The Corporate Plaza at Lakeside_6301 NW 5th Way,"6301 NW 5th Way, Fort Lauderdale, FL 33309",26.205637,-80.151317
12864,South Florida_Boca Raton_Boca Raton_Yamato Office Center I_1001 Yamato Rd,"1001 Yamato Rd, Boca Raton, FL 33431",26.395958,-80.108877
12865,South Florida_Sunrise/Plantation_Plantation_NA_1776 N Pine Island Rd,"1776 N Pine Island Rd, Plantation, FL 33322",26.145416,-80.268046
12866,South Florida_Boca Raton_Boca Raton_NA_1800 NW Corporate Blvd,"1800 NW Corporate Blvd, Boca Raton, FL 33431",26.37028,-80.121759
12870,South Florida_North Broward_Deerfield Beach_NA_550 Fairway Dr,"550 Fairway Dr, Deerfield Beach, FL 33441",26.325029,-80.114229
12874,South Florida_West Miami/Airport_Doral_NA_8240 NW 52nd Ter,"8240 NW 52nd Ter, Doral, FL 33166",25.819471,-80.330923
12876,Southern Maryland_Laurel / Beltsville_Beltsville_4061 Powder Mill Rd_4061 Powder Mill Rd,"4061 Powder Mill Rd, Beltsville, MD 20705",39.046329,-76.935051
12877,Southern Maryland_Bethesda / Chevy Chase_Bethesda_7200 Wisconsin_7200 Wisconsin Ave,"7200 Wisconsin Ave, Bethesda, MD 20814",38.981299,-77.093603
12878,Southern Maryland_Bethesda / Chevy Chase_Bethesda_7501 Wisconsin Avenue_7501 Wisconsin Ave,"7501 Wisconsin Ave, Bethesda, MD 20814",38.985266,-77.093565
12879,Southern Maryland_Laurel / Beltsville_Laurel_95 Office Center 2_8101 Sandy Spring Rd,"8101 Sandy Spring Rd, Laurel, MD 20707",39.103752,-76.867167
12880,Southern Maryland_Rockville_Rockville_9713 Key West Ave_9713 Key West Ave,"9713 Key West Ave, Rockville, MD 20850",39.104468,-77.20556
12881,Southern Maryland_Penn Ave / Upper Marlboro / Branch Ave_Fort Washington_Allentown Professional Square_7111-7127 Allentown Rd,"7111-7127 Allentown Rd, Fort Washington, MD 20744",38.770654,-76.96334
12882,Southern Maryland_Landover / Lanham / Greenbelt_Seabrook_AlliedSignal Building_7515 Mission Dr,"7515 Mission Dr, Seabrook, MD 20706",38.992596,-76.821889
12883,Southern Maryland_Silver Spring / North Silver Spring_Silver Spring_Blair Office Building_8380 Colesville Rd,"8380 Colesville Rd, Silver Spring, MD 20910",38.992915,-77.032982
12885,Southern Maryland_Silver Spring / North Silver Spring_Burtonsville_Burtonsville Office Park 4_3919 National Dr,"3919 National Dr, Burtonsville, MD 20866",39.11287,-76.930214
12887,Southern Maryland_Landover / Lanham / Greenbelt_Lanham_Forbes Center 11_4201 Forbes Blvd,"4201 Forbes Blvd, Lanham, MD 20706",38.949375,-76.826777
12888,Southern Maryland_Bethesda / Chevy Chase_Bethesda_Garden Plaza_7700 Old Georgetown Rd,"7700 Old Georgetown Rd, Bethesda, MD 20814",38.986494,-77.097578
12890,Southern Maryland_National Harbor / Oxon Hill / Fort Washington_Oxon Hill_MPI Bldg_8507 Oxon Hill Rd,"8507 Oxon Hill Rd, Oxon Hill, MD 20744",38.772809,-77.006585
12897,Southern Maryland_Silver Spring / North Silver Spring_Kensington_Parkway Plaza_10410 Kensington Pky,"10410 Kensington Pky, Kensington, MD 20895",39.027661,-77.070337
12898,Southern Maryland_Rockville_Rockville_Phase I Bldg 2_9715 Key West Ave,"9715 Key West Ave, Rockville, MD 20850",39.1045,-77.2049
12901,Southern Maryland_Rockville_Rockville_Research West Ph 2_2400 Research Blvd,"2400 Research Blvd, Rockville, MD 20850",39.103239,-77.187679
12902,Southern Maryland_Rockville_Rockville_Rockville Metro Plaza I_111 Rockville Pike,"111 Rockville Pike, Rockville, MD 20850",39.086037,-77.149665
12906,Southern Maryland_Landover / Lanham / Greenbelt_Landover_Two Metro Plaza East_8240 Professional Pl,"8240 Professional Pl, Landover, MD 20785",38.950558,-76.863849
12909,Southern Maryland_Laurel / Beltsville_Beltsville_NA_4600 Powder Mill Rd,"4600 Powder Mill Rd, Beltsville, MD 20705",39.045791,-76.913368
12910,Southern Maryland_Bethesda / Chevy Chase_Bethesda_NA_7239-7255 Woodmont Ave,"7239-7255 Woodmont Ave, Bethesda, MD 20814",38.981472,-77.095477
12911,Southern Maryland_Rockville_Rockville_NA_77 Upper Rock Cir,"77 Upper Rock Cir, Rockville, MD 20850",39.112521,-77.18503
12912,Southern Maryland_Rockville_Rockville_NA_9600 Medical Center Dr,"9600 Medical Center Dr, Rockville, MD 20850",39.104537,-77.195753
12914,Tampa_Northwest Tampa_Tampa_12802 Citrus Park Ln_12750 Citrus Park Ln,"12750 Citrus Park Ln, Tampa, FL 33625",28.063585,-82.570461
12915,Tampa_Northeast Hillsborough_Tampa_6302 Corporate Center_6302 E Dr Martin Luther King Jr Blvd,"6302 E Dr Martin Luther King Jr Blvd, Tampa, FL 33619",27.98356,-82.386178
12916,Tampa_Westshore_Tampa_Armenia Professional Center_4023 N Armenia Ave,"4023 N Armenia Ave, Tampa, FL 33607",27.975557,-82.4845
12918,Tampa_North Pinellas_Clearwater_Atrium at Clearwater_601 Cleveland St,"601 Cleveland St, Clearwater, FL 33755",27.965233,-82.798315
12920,Tampa_Tampa CBD_Tampa_Barristers Building_505 E Jackson St,"505 E Jackson St, Tampa, FL 33602",27.947451,-82.455312
12922,Tampa_Northwest Tampa_Tampa_Buschwood I_3550 Buschwood Park Dr,"3550 Buschwood Park Dr, Tampa, FL 33618",28.035472,-82.499496
12923,Tampa_Northeast Hillsborough_Tampa_Cardinal Point Riverside at Telecom Park_12470 Telecom Dr,"12470 Telecom Dr, Tampa, FL 33637",28.058847,-82.378691
12924,Tampa_Polk_Lakeland_Citizen Bank  Trust Plaza_402 S Kentucky Ave,"402 S Kentucky Ave, Lakeland, FL 33801",28.040179,-81.954679
12928,Tampa_Sarasota_Sarasota_Gateway Professional Center Building B_401 N Cattlemen Rd,"401 N Cattlemen Rd, Sarasota, FL 34232",27.342395,-82.4505
12929,Tampa_Northeast Hillsborough_Tampa_Hidden River Corporate Center Three_14055 Riveredge Dr,"14055 Riveredge Dr, Tampa, FL 33637",28.078034,-82.35498
12931,Tampa_Tampa CBD_Tampa_Madison Building_412 E Madison St,"412 E Madison St, Tampa, FL 33602",27.949029,-82.457077
12933,Tampa_Westshore_Tampa_Meridian Two_4300 W Cypress St,"4300 W Cypress St, Tampa, FL 33607",27.951546,-82.485379
12936,Tampa_Sarasota_Sarasota_Northern Trust Plaza_1515 Ringling Blvd,"1515 Ringling Blvd, Sarasota, FL 34236",27.334635,-82.540235
12946,Tampa_Southeast Hillsborough_Tampa_Registry Two_9950 Princess Palm Ave,"9950 Princess Palm Ave, Tampa, FL 33619",27.980604,-82.337129
12952,Tampa_North Pinellas_Clearwater_The National_28059 US Hwy 19 N,"28059 US Hwy 19 N, Clearwater, FL 33761",28.027433,-82.73704
12953,Tampa_Pasco_New Port Richey_The Palm Center_5509 Grand Blvd,"5509 Grand Blvd, New Port Richey, FL 34652",28.23913,-82.719935
12960,Tampa_South Pinellas_Saint Petersburg_Tyrone Tower_1700 66th St N,"1700 66th St N, Saint Petersburg, FL 33710",27.786918,-82.729308
12961,Tampa_St. Petersburg CBD_Saint Petersburg_Vernis  Bowling Professional Center_696 N 1st Ave,"696 N 1st Ave, Saint Petersburg, FL 33701",27.772066,-82.640739
12962,Tampa_Tampa CBD_Tampa_Victoria Gardens_1107 E Jackson St,"1107 E Jackson St, Tampa, FL 33602",27.949109,-82.450334
12969,Tampa_Sarasota_Sarasota_NA_1900 Main St,"1900 Main St, Sarasota, FL 34236",27.336298,-82.532332
12975,Washington D.C._Central Business District_Washington_1717 K Street NW_1717 K St NW,"1717 K St NW, Washington, DC 20036",38.902907,-77.040176
12981,Washington D.C._East End_Washington_600 Mass_600 Massachusetts Ave NW,"600 Massachusetts Ave NW, Washington, DC 20001",38.901309,-77.020507
12982,Washington D.C._East End_Washington_666 11th St NW_1100 G St NW,"1100 G St NW, Washington, DC 20005",38.898135,-77.027304
12983,Washington D.C._Central Business District_Washington_925 17th St NW_1666 K St NW,"1666 K St NW, Washington, DC 20006",38.902154,-77.038013
12984,Washington D.C._Georgetown_Washington_Canal Square_1054-1066 31st St NW,"1054-1066 31st St NW, Washington, DC 20007",38.908038,-77.061243
12985,Washington D.C._Central Business District_Washington_Commonwealth Bldg_1625 K St NW,"1625 K St NW, Washington, DC 20006",38.902848,-77.037401
12990,Washington D.C._East End_Washington_Hamilton Square_600 14th St NW,"600 14th St NW, Washington, DC 20005",38.897586,-77.032281
13000,Washington D.C._NoMa_Washington_Union Center Plaza Ph 5_840 1st St NE,"840 1st St NE, Washington, DC 20002",38.901107,-77.006814
13004,Washington D.C._Central Business District_Washington_NA_1020 19th St NW,"1020 19th St NW, Washington, DC 20036",38.90317,-77.043769
13005,Washington D.C._East End_Washington_NA_1101 14th St NW,"1101 14th St NW, Washington, DC 20005",38.904025,-77.031593
13006,Washington D.C._East End_Washington_NA_1101 K St NW,"1101 K St NW, Washington, DC 20005",38.902911,-77.027509
13012,Washington D.C._East End_Washington_NA_1401 New York Ave NW,"1401 New York Ave NW, Washington, DC 20005",38.899789,-77.032265
13015,Washington D.C._Central Business District_Washington_NA_1602 L St NW,"1602 L St NW, Washington, DC 20036",38.90344,-77.0373
13016,Washington D.C._Central Business District_Washington_NA_1701 Rhode Island Ave NW,"1701 Rhode Island Ave NW, Washington, DC 20036",38.906724,-77.038965
13019,Washington D.C._Central Business District_Washington_NA_1775 K St NW,"1775 K St NW, Washington, DC 20006",38.902834,-77.041266
13023,Washington D.C._East End_Washington_NA_625 Indiana Ave NW,"625 Indiana Ave NW, Washington, DC 20004",38.894533,-77.020788
13024,Washington D.C._East End_Washington_NA_725 15th St NW,"725 15th St NW, Washington, DC 20005",38.899516,-77.033276
13025,Washington D.C._Central Business District_Washington_NA_815 Connecticut Ave NW,"815 Connecticut Ave NW, Washington, DC 20006",38.900949,-77.038018
13028,Atlanta_Midtown_Atlanta_725 Ponce_725 Ponce de Leon Ave NE,"725 Ponce de Leon Ave NE, Atlanta, GA 30308",33.771693,-84.363386
13030,Atlanta_Midtown_Atlanta_Boundary_1409 Peachtree St NE,"1409 Peachtree St NE, Atlanta, GA 30309",33.793364,-84.386335
13031,Atlanta_Central Perimeter_Atlanta_Building A_5775 Glenridge Dr NE,"5775 Glenridge Dr NE, Atlanta, GA 30328",33.912727,-84.360221
13032,Atlanta_Northeast_Peachtree Corners_Bureau  Phase 1_125 Technology Pky,"125 Technology Pky, Peachtree Corners, GA 30092",33.964024,-84.219425
13034,Atlanta_Midtown_Atlanta_Promenade Central_1200 Peachtree St Ne,"1200 Peachtree St Ne, Atlanta, GA 30309",33.787697,-84.38408
13037,Austin_North_Austin_Domain Gateway_2900 Esperanza Crossing,"2900 Esperanza Crossing, Austin, TX 78758",30.399,-97.71996
13038,Austin_CBD_Austin_Indeed Tower_200 W 6th St,"200 W 6th St, Austin, TX 78701",30.268928,-97.744292
13039,Austin_CBD_Austin_SXSW Center_1400 Lavaca St,"1400 Lavaca St, Austin, TX 78701",30.277027,-97.742507
13041,Chicago_West Loop_Chicago_10 South Riverside Plaza_10 S Riverside Plz,"10 S Riverside Plz, Chicago, IL 60606",41.881436,-87.639121
13045,Chicago_Far West Loop/Fulton Market_Chicago_Twelve01West_1201 W Lake St,"1201 W Lake St, Chicago, IL 60607",41.885116,-87.657211
13047,Chicago Suburbs_East-West Corridor_Bolingbrook_Tallgrass Corporate Center_1000 Remington Blvd,"1000 Remington Blvd, Bolingbrook, IL 60440",41.680399,-88.106651
13048,Chicago Suburbs_Northwest Corridor_Schaumburg_Woodfield Preserve I_10 N Martingale Rd,"10 N Martingale Rd, Schaumburg, IL 60173",42.02598,-88.032608
13050,Chicago Suburbs_Northwest Corridor_Arlington Heights_NA_95 W Algonquin Rd,"95 W Algonquin Rd, Arlington Heights, IL 60005",42.0446,-87.98795
13051,Dallas/Ft Worth_Richardson Telecom Corridor_Richardson_Collins Crossing_1500 N Greenville Ave,"1500 N Greenville Ave, Richardson, TX 75081",32.968631,-96.718107
13052,Dallas/Ft Worth_North Dallas Corridor_Plano_Dominion Legacy Office Center_8383 Dominion Pky,"8383 Dominion Pky, Plano, TX 75024",33.088749,-96.813091
13056,Detroit_Ann Arbor_Ann Arbor_777 Eisenhower Plaza_777 E Eisenhower Pky,"777 E Eisenhower Pky, Ann Arbor, MI 48108",42.244682,-83.737235
13058,Detroit_Ann Arbor_Ann Arbor_Black  Veatch Building_3550 Green Ct,"3550 Green Ct, Ann Arbor, MI 48105",42.300352,-83.688985
13066,Detroit_Southfield_Southfield_Epicentre_18000 W 9 Mile Rd,"18000 W 9 Mile Rd, Southfield, MI 48075",42.459619,-83.218272
13074,Detroit_Birmingham Area_Bloomfield Hills_Franklin Pointe Office Center_7457 Franklin Rd,"7457 Franklin Rd, Bloomfield Hills, MI 48301",42.530014,-83.304565
13075,Detroit_Troy North_Troy_Haverhill_2950 W Square Lake Rd,"2950 W Square Lake Rd, Troy, MI 48098",42.605508,-83.207192
13078,Detroit_Southfield_Southfield_Nine Mile Crossing_17515 W 9 Mile Rd,"17515 W 9 Mile Rd, Southfield, MI 48075",42.458345,-83.217506
13081,Detroit_Ann Arbor_Ann Arbor_P100 Innovation Center_100 Phoenix Dr,"100 Phoenix Dr, Ann Arbor, MI 48108",42.234428,-83.728926
13082,Detroit_I-275 Corridor_Plymouth_Plymouth Executive Park_14492 Sheldon Rd,"14492 Sheldon Rd, Plymouth, MI 48170",42.387324,-83.476938
13084,Detroit_Auburn Hills / Rochester_Auburn Hills_Raymond James Centre_691 N Squirrel Rd,"691 N Squirrel Rd, Auburn Hills, MI 48326",42.647967,-83.221634
13091,Detroit_I-275 Corridor_Livonia_Seven Mile Crossing III_38695 7 Mile Rd,"38695 7 Mile Rd, Livonia, MI 48152",42.423867,-83.426383
13095,Detroit_Southfield_Southfield_Southfield Town Center_4000 Town Center,"4000 Town Center, Southfield, MI 48075",42.47912,-83.24561
13097,Detroit_CBD_Detroit_The Globe Tobacco Building_407 E Fort St,"407 E Fort St, Detroit, MI 48226",42.333003,-83.042551
13098,Detroit_Troy South_Troy_Twenty 75 Office Center_2075 W Big Beaver Rd,"2075 W Big Beaver Rd, Troy, MI 48084",42.560899,-83.174941
13100,Detroit_Southfield_Southfield_Two Towne Square_Two Towne Sq,"Two Towne Sq, Southfield, MI 48076",42.484095,-83.252993
13102,Detroit_I-275 Corridor_Livonia_NA_17187 N Laurel Park Dr,"17187 N Laurel Park Dr, Livonia, MI 48152",42.413342,-83.421882
13103,Detroit_Macomb County / Grosse Pointe / Harper Woods_Mount Clemens_NA_2 Crocker Blvd,"2 Crocker Blvd, Mount Clemens, MI 48043",42.595678,-82.876371
13104,Detroit_Southfield_Southfield_NA_24800 Northwestern Hwy,"24800 Northwestern Hwy, Southfield, MI 48075",42.472175,-83.238773
13106,Detroit_Bloomfield_Bloomfield Hills_NA_300 E Long Lake Rd,"300 E Long Lake Rd, Bloomfield Hills, MI 48304",42.58486,-83.23589
13109,Detroit_Birmingham Area_Beverly Hills_NA_31333 Southfield Rd,"31333 Southfield Rd, Beverly Hills, MI 48025",42.519649,-83.224387
13114,Detroit_CBD_Detroit_NA_613 Abbott St,"613 Abbott St, Detroit, MI 48226",42.330375,-83.055454
13117,Los Angeles_Century City_Los Angeles_2000 Avenue of the Stars_2000 Avenue of the Stars,"2000 Avenue of the Stars, Los Angeles, CA 90067",34.058446,-118.414879
13120,Los Angeles_Downtown LA_Los Angeles_NA_1612 W Pico Blvd,"1612 W Pico Blvd, Los Angeles, CA 90015",34.044628,-118.277593
13121,Los Angeles_San Gabriel Valley_Pomona_NA_901 Corporate Center Dr,"901 Corporate Center Dr, Pomona, CA 91768",34.062965,-117.803755
13126,Manhattan_East Side / UN_New York_141159 E 54th St_641 Lexington Ave,"641 Lexington Ave, New York, NY 10022",40.758897,-73.969732
13128,Manhattan_Grand Central_New York_1820 E 39th St_260 Madison Ave,"260 Madison Ave, New York, NY 10016",40.75072,-73.98119
13130,Manhattan_Hudson Square_New York_303321 Hudson St_315 Hudson St,"315 Hudson St, New York, NY 10013",40.726253,-74.007662
13131,Manhattan_Greenwich Village_New York_3341 W 13th St_36-42 W 14th St,"36-42 W 14th St, New York, NY 10011",40.739169,-74.001116
13132,Manhattan_Penn Plaza/Times Square South_New York_345 W 33rd St_330 W 34th St,"330 W 34th St, New York, NY 10001",40.752706,-73.995268
13133,Manhattan_Plaza South_New York_4256 E 49th St_280 Park Ave,"280 Park Ave, New York, NY 10017",40.756456,-73.975168
13134,Manhattan_Penn Plaza/Times Square South_New York_4856 W 37th St_48 W 37th St,"48 W 37th St, New York, NY 10018",40.751155,-73.985535
13135,Manhattan_Grand Central_New York_6 Grand Central  666 Third Avenue_666 Third Ave,"666 Third Ave, New York, NY 10017",40.751414,-73.974498
13136,Manhattan_Hudson Square_New York_6 Hudson Square_330 Hudson St,"330 Hudson St, New York, NY 10013",40.726981,-74.007095
13137,Manhattan_Greenwich Village_New York_610618 Broadway_610 Broadway,"610 Broadway, New York, NY 10012",40.725631,-73.996192
13145,Manhattan_Penn Plaza/Times Square South_New York_Salesforce Tower_1095 Avenue of the Americas,"1095 Avenue of the Americas, New York, NY 10036",40.75466,-73.984732
13147,Manhattan_City Hall_New York_The Astor Building_217 Broadway,"217 Broadway, New York, NY 10007",40.711692,-74.008648
13148,Manhattan_Grand Central_New York_The Bryant Collection_25 W 39th St,"25 W 39th St, New York, NY 10018",40.75247,-73.983929
13149,Manhattan_Plaza North_New York_NA_425 Park Ave,"425 Park Ave, New York, NY 10022",40.760432,-73.971124
13150,Nashville_Downtown_Nashville_810 Broadway_810 Broadway,"810 Broadway, Nashville, TN 37203",36.159003,-86.782754
